chrY	148260	38
chrY	148261	38
chrY	148262	41
chrY	148263	41
chrY	148264	41
chrY	148265	42
chrY	148266	42
chrY	148267	41
chrY	148268	40
chrY	148269	40
chrY	148270	40
chrY	148271	40
chrY	148272	40
chrY	148273	41
chrY	148274	41
chrY	148275	43
chrY	148276	44
chrY	148277	44
chrY	148278	45
chrY	148279	44
chrY	148280	45
chrY	148281	44
chrY	148282	44
chrY	148283	46
chrY	148284	47
chrY	148285	47
chrY	148286	47
chrY	148287	47
chrY	148288	47
chrY	148289	48
chrY	148290	49
chrY	148291	49
chrY	148292	50
chrY	148293	50
chrY	148294	49
chrY	148295	51
chrY	148296	51
chrY	148297	51
chrY	148298	50
chrY	148299	50
chrY	148300	50
chrY	148301	50
chrY	148302	51
chrY	148303	51
chrY	148304	51
chrY	148305	50
chrY	148306	50
chrY	148307	49
chrY	148308	48
chrY	148309	48
chrY	148310	50
chrY	148311	49
chrY	148312	48
chrY	148313	48
chrY	148314	50
chrY	148315	49
chrY	148316	50
chrY	148317	50
chrY	148318	49
chrY	148319	49
chrY	148320	49
chrY	148321	49
chrY	148322	49
chrY	148323	49
chrY	148324	49
chrY	148325	47
chrY	148326	48
chrY	148327	48
chrY	148328	47
chrY	148329	47
chrY	148330	46
chrY	148331	48
chrY	148332	48
chrY	148333	47
chrY	148334	48
chrY	148335	47
chrY	148336	47
chrY	148337	48
chrY	148338	45
chrY	148339	43
chrY	148340	42
chrY	148341	41
chrY	148342	41
chrY	148343	40
chrY	148344	39
chrY	148345	39
chrY	148346	38
chrY	148347	38
chrY	148348	38
chrY	148349	37
chrY	148350	37
chrY	148351	35
chrY	148352	2
chrY	148353	2
chrY	148354	0
chrY	148355	0
chrY	148356	0
chrY	148357	0
chrY	148358	0
chrY	148359	0
chrY	148360	0
chrY	148361	0
chrY	148362	0
chrY	148363	0
chrY	148364	0
chrY	148365	0
chrY	148366	0
chrY	148367	0
chrY	148368	0
chrY	148369	0
chrY	148370	0
chrY	148371	0
chrY	148372	0
chrY	148373	0
chrY	148374	0
chrY	148375	0
chrY	148376	0
chrY	148377	0
chrY	148378	0
chrY	148379	0
chrY	148380	0
chrY	148381	0
chrY	148382	0
chrY	148383	0
chrY	148384	0
chrY	148385	0
chrY	148386	0
chrY	148387	0
chrY	148388	0
chrY	148389	0
chrY	148390	0
chrY	148391	0
chrY	148392	0
chrY	148393	0
chrY	148394	0
chrY	148395	0
chrY	148396	0
chrY	148397	0
chrY	148398	0
chrY	148399	0
chrY	148400	0
chrY	148401	0
chrY	148402	0
chrY	148403	0
chrY	148404	0
chrY	148405	0
chrY	148406	0
chrY	148407	0
chrY	148408	0
chrY	148409	0
chrY	148410	0
chrY	148411	0
chrY	148412	0
chrY	148413	0
chrY	148414	0
chrY	148415	0
chrY	148416	0
chrY	148417	0
chrY	148418	0
chrY	148419	0
chrY	148420	0
chrY	148421	0
chrY	148422	0
chrY	148423	0
chrY	148424	0
chrY	148425	0
chrY	148426	0
chrY	148427	0
chrY	148428	0
chrY	148429	0
chrY	148430	0
chrY	148431	0
chrY	148432	0
chrY	148433	0
chrY	148434	0
chrY	148435	0
chrY	148436	0
chrY	148437	0
chrY	148438	0
chrY	148439	0
chrY	148440	0
chrY	148441	0
chrY	148442	0
chrY	148443	0
chrY	148444	0
chrY	148445	0
chrY	148446	0
chrY	148447	0
chrY	148448	0
chrY	148449	0
chrY	148450	0
chrY	148451	0
chrY	148452	0
chrY	148453	0
chrY	148454	0
chrY	148455	0
chrY	148456	0
chrY	148457	0
chrY	148458	0
chrY	148459	0
chrY	148460	0
chrY	148461	0
chrY	148462	0
chrY	148463	0
chrY	148464	0
chrY	148465	0
chrY	148466	0
chrY	148467	0
chrY	148468	0
chrY	148469	0
chrY	148470	0
chrY	148471	0
chrY	148472	0
chrY	148473	0
chrY	148474	0
chrY	148475	0
chrY	148476	0
chrY	148477	0
chrY	148478	0
chrY	148479	0
